ranking_definition,state,decision_year,score_leader_changed,acreage_leader_changed,transition_category,prior_top_minus_other_share_change,prior_score_leaders,current_score_leaders,prior_acreage_leaders,current_acreage_leaders
total_cost_margin,South Dakota,2017,False,False,neither,0.0401872887657,soybeans,soybeans,corn,corn
total_cost_margin,South Dakota,2018,True,True,both,0.0281672976843,soybeans,winter_wheat,corn,soybeans
total_cost_margin,South Dakota,2019,False,True,acreage_only,0.0424180196055,winter_wheat,winter_wheat,soybeans,corn
total_cost_margin,South Dakota,2020,True,True,both,-0.0579338699924,winter_wheat,soybeans,corn,soybeans
total_cost_margin,South Dakota,2021,True,True,both,-0.0492181728638,soybeans,corn,soybeans,corn
total_cost_margin,South Dakota,2022,True,False,score_only,-0.00550983208131,corn,winter_wheat,corn,corn
total_cost_margin,South Dakota,2023,False,False,neither,0.00542052125956,winter_wheat,winter_wheat,corn,corn
total_cost_margin,South Dakota,2024,False,False,neither,-0.00636188136188,winter_wheat,winter_wheat,corn,corn
total_cost_margin,Tennessee,2017,False,False,neither,-0.00657273585591,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Tennessee,2018,False,False,neither,0.00461876277732,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Tennessee,2019,True,False,score_only,-0.0436370935367,winter_wheat,corn,soybeans,soybeans
total_cost_margin,Tennessee,2020,True,False,score_only,-0.0899818706775,corn,soybeans,soybeans,soybeans
total_cost_margin,Tennessee,2021,True,False,score_only,-0.0979546353212,soybeans,corn,soybeans,soybeans
total_cost_margin,Tennessee,2022,True,False,score_only,-0.0843556674007,corn,winter_wheat,soybeans,soybeans
total_cost_margin,Tennessee,2023,False,False,neither,0.0214165009369,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Tennessee,2024,False,False,neither,-0.0376675449651,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Texas,2017,False,False,neither,0.012110754333,soybeans,soybeans,winter_wheat,winter_wheat
total_cost_margin,Texas,2018,True,False,score_only,-0.00461709486166,soybeans,winter_wheat,winter_wheat,winter_wheat
total_cost_margin,Texas,2019,False,False,neither,-0.0208153963029,winter_wheat,winter_wheat,winter_wheat,winter_wheat
total_cost_margin,Texas,2020,True,False,score_only,0.0500013410321,winter_wheat,soybeans,winter_wheat,winter_wheat
total_cost_margin,Texas,2021,False,False,neither,-0.00349639813384,soybeans,soybeans,winter_wheat,winter_wheat
total_cost_margin,Texas,2022,True,False,score_only,0.00930910551252,soybeans,winter_wheat,winter_wheat,winter_wheat
total_cost_margin,Texas,2023,False,False,neither,0.0183470198386,winter_wheat,winter_wheat,winter_wheat,winter_wheat
total_cost_margin,Texas,2024,False,False,neither,0.000804217674917,winter_wheat,winter_wheat,winter_wheat,winter_wheat
total_cost_margin,Virginia,2017,False,False,neither,0,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2018,False,False,neither,0.0218993991815,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2019,False,False,neither,-0.0530550888673,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2020,False,False,neither,0.035142118863,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2021,False,False,neither,-0.0123689727463,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2022,False,False,neither,0.0374557783019,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2023,False,False,neither,-0.0342371323529,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,Virginia,2024,False,False,neither,-0.0508678881389,winter_wheat,winter_wheat,soybeans,soybeans
total_cost_margin,West Virginia,2017,False,False,neither,-0.0114812189936,soybeans,soybeans,corn,corn
total_cost_margin,West Virginia,2018,False,False,neither,0.0420479302832,soybeans,soybeans,corn,corn
total_cost_margin,Wisconsin,2017,True,False,score_only,0.0470228526078,soybeans,winter_wheat,corn,corn
total_cost_margin,Wisconsin,2018,False,False,neither,0.00646284556697,winter_wheat,winter_wheat,corn,corn
total_cost_margin,Wisconsin,2019,False,False,neither,-0.00586849626475,winter_wheat,winter_wheat,corn,corn
total_cost_margin,Wisconsin,2020,True,False,score_only,-0.0117621252327,winter_wheat,soybeans,corn,corn
total_cost_margin,Wisconsin,2021,True,False,score_only,-0.00133262872504,soybeans,corn,corn,corn
total_cost_margin,Wisconsin,2022,True,False,score_only,-0.0191558153955,corn,winter_wheat,corn,corn
total_cost_margin,Wisconsin,2023,False,False,neither,-0.00502701745062,winter_wheat,winter_wheat,corn,corn
total_cost_margin,Wisconsin,2024,False,False,neither,-0.00125081388575,winter_wheat,winter_wheat,corn,corn
